Wavelength (m),T = 273 K,T = 400 K,T = 600 K,T = 800 K,T = 1000 K,T = 1200 K,T = 1400 K,T = 1600 K,T = 1800 K,T = 2000 K,T = 2200 K,T = 2400 K,T = 2600 K,T = 2800 K,T = 3000 K
8.493693693693694e-06,0.7682430931810764,0.9982515904916321,0.775252858351465,0.48619338005489915,0.3011448742430299,0.1919407464368079,0.12677896286443432,0.0866478086662506,0.061056760333588825,0.044194324444102415,0.032746947603449025,0.024767265920744387,0.019073258256586713,0.014923856386583665,0.01184417867759836
8.503603603603604e-06,0.7701217804709307,0.9983894728646934,0.7741065312557115,0.4850934863237702,0.30032525521307346,0.1913604225251525,0.12636855820206797,0.08635348478610064,0.06084179205528814,0.04403433623173427,0.03262573231670285,0.02467390038832191,0.01900025289787448,0.01486598885073854,0.011797737764107263
8.513513513513514e-06,0.7719963221103054,0.998521502911071,0.7729603722904327,0.4839960494500585,0.2995081814295042,0.19078219194582519,0.1259597697871133,0.08606038958196367,0.06062775945084129,0.04387506668102585,0.03250507513812588,0.024580973383338856,0.018927596117868144,0.014808401456688422,0.011751524339660065
8.523423423423424e-06,0.7738667012112932,0.9986477055953178,0.771814396211162,0.4829010672558365,0.29869364504990387,0.1902060463299096,0.12555259030076854,0.08576851705664587,0.06041465771551108,0.04371651196307096,0.032384973009456655,0.024488482448830926,0.01885528592801846,0.01475109258220059,0.011705537070170267
8.533333333333334e-06,0.7757329010677753,0.9987681058556377,0.7706686176426736,0.4818085375229877,0.2978816382464041,0.189631977341926,0.12514701246030063,0.08547786124580042,0.060202482072646224,0.04355866827237194,0.03226542289175655,0.024396425143754695,0.018783320352925768,0.014694060615947933,0.011659774630643509
8.543243243243243e-06,0.7775949051548463,0.9988827286031602,0.7695230510798535,0.4807184579937394,0.2970721532058022,0.18905997667971944,0.12474302901886618,0.08518841621773467,0.059991227773503894,0.04340153182668023,0.03214642176527334,0.02430479904287383,0.018711697430240967,0.014637303957425242,0.011614235705107327
8.553153153153153e-06,0.7794526971282132,0.9989915987212236,0.7683777108885486,0.47963082637124094,0.29626518212968544,0.18849003607437828,0.12434063276533835,0.08490017607321468,0.05978089009706781,0.0432450988668372,0.03202796662930341,0.024213601736640503,0.0186404152105682,0.014580821016867297,0.011568918986541887
8.563063063063065e-06,0.7813062608235548,0.9990947410646618,0.7672326113064097,0.4785456403200771,0.2954607172345481,0.18792214729012316,0.12393981652412309,0.08461313494528074,0.05957146434986782,0.043089365656616335,0.03191005450205798,0.024122830831084015,0.018569471757368276,0.014524610215166187,0.011523823176809835
8.572972972972975e-06,0.7831555802559466,0.9991921804591063,0.7660877664437444,0.4774628974668229,0.2946587507519044,0.18735630212421323,0.12354057315498536,0.08432728699904847,0.05936294586580682,0.04293432848256821,0.03179268242052813,0.024032483947693983,0.01849886514686185,0.014468669983791238,0.011478946986588424
8.582882882882884e-06,0.7850006396192062,0.9992839417003034,0.7649431902843481,0.476382595400574,0.29385927492840425,0.18679249240684662,0.12314289555287433,0.0840426264315269,0.059155330005980306,0.042779983653863915,0.031675847440351255,0.023942558723309314,0.018428593467934466,0.014412998764707944,0.011434289135301208
8.592792792792794e-06,0.7868414232853018,0.9993700495534118,0.7637988966863413,0.4753047316734725,0.2930622820259369,0.1862307100010573,0.1227467766477481,0.08375914747142989,0.05894861215850426,0.04262632750214188,0.03155954663568093,0.02385305281000581,0.018358654822042207,0.014357595010297822,0.011389848351050412
8.602702702702704e-06,0.7886779158037064,0.9994505287523642,0.7626548993830128,0.47422930380122214,0.2922677643217438,0.1856709468026209,0.12235220940439598,0.08347684437898643,0.05874278773834029,0.04247335638135481,0.03144377709905394,0.023763963874985132,0.018289047323118188,0.014302457183280557,0.011345623370550175
8.612612612612614e-06,0.7905101019007686,0.9995254039991799,0.7615112119836366,0.47315630926360935,0.2914757141085299,0.18511319473994836,0.12195918682226958,0.08319571144575706,0.05853785218712246,0.04232106666761776,0.03132853594126083,0.02367528960046471,0.01821976909747907,0.014247583756634563,0.01130161293906047
8.622522522522524e-06,0.7923379664790894,0.999594699963333,0.7603678479742884,0.47208574550502336,0.2906861236945473,0.1845574457739923,0.12156770193530717,0.08291574299444993,0.05833380097298721,0.04216945475905812,0.03121382029121807,0.02358702768356817,0.018150818283733255,0.014192973213519647,0.011257815810321013
8.632432432432434e-06,0.794161494616864,0.9996584412810909,0.7592248207186912,0.471017609934942,0.28989898540371734,0.1840036918981378,0.1211777478117597,0.08263693337873634,0.05813062959040311,0.04201851707566553,0.031099627295837796,0.023499175836217565,0.018082193032689504,0.014138624047199662,0.011214230746486217
8.642342342342344e-06,0.7959806715672687,0.9997166525548989,0.7580821434590063,0.4699518999284429,0.289114291575714,0.18345192513810968,0.12078931755402596,0.0823592769830689,0.05792833355999964,0.04186825005914393,0.03098595411990349,0.023411731785025716,0.01801389150726631,0.014084534760966454,0.011170856518060844
8.652252252252253e-06,0.7977954827577952,0.9997693583527312,0.7569398293166469,0.4688886128267125,0.2883320345660684,0.18290213755186366,0.12040240429847134,0.08208276822250171,0.057726908428401794,0.041718650172763994,0.030872797945941926,0.023324693271189342,0.017945911882401824,0.014030703868063947,0.01112769190383567
8.662162162162163e-06,0.799605913789596,0.9998165832075052,0.7557978912931033,0.4678277459375026,0.2875522067462606,0.18235432122949405,0.12001700121526993,0.08180740154250786,0.05752634976806278,0.0415697139012172,0.030760155974099083,0.02323805805038343,0.01787825234496495,0.013977129891612882,0.01108473569082396
8.672072072072073e-06,0.8014119504368453,0.9998583516164699,0.7546563422707235,0.46676929653565463,0.28677480050380416,0.18180846829311992,0.11963310150822487,0.08153317141880496,0.0573266531770976,0.04142143775047101,0.030648025422015692,0.023151823892656433,0.017810911093666913,0.013923811364536244,0.011041986674198557
8.681981981981983e-06,0.8032135786460963,0.9998946880405676,0.7535151950135328,0.46571326186355444,0.28599980824234994,0.18126457089679507,0.11925069841460734,0.08126007235717053,0.05712781427911931,0.04127381824762377,0.030536403524705026,0.02306598858232636,0.01774388633897338,0.01387074682948551,0.010999443657229898
8.691891891891893e-06,0.8050107845355868,0.9999256169039076,0.7523744621680089,0.46465963913161357,0.28522722238175763,0.1807226212263981,0.11886978520498141,0.08098809889327019,0.056929828723075046,0.04112685194076304,0.030425287534429905,0.022980549917876777,0.017677176303017662,0.013817934838767717,0.010957105451223303
8.701801801801803e-06,0.8068035543945992,0.9999511625931548,0.7512341562638928,0.4636084255187388,0.2844570353581958,0.18018261149953393,0.11849035518304357,0.08071724559248311,0.05673269218308485,0.04098053539882294,0.030314674720581327,0.022895505711855686,0.01761077921951473,0.013765373954271963,0.010914970875458114
8.711711711711712e-06,0.808591874682801,0.999971349456942,0.7500942897149541,0.4625596181728117,0.2836892396242081,0.17964453396542765,0.11811240168545231,0.0804475070497221,0.056536400358279955,0.04083486521144309,0.030204562369559332,0.02281085379077261,0.017544693333674907,0.01371306274739831,0.010873038757127224
8.721621621621622e-06,0.8103757320295771,0.9999862018053316,0.7489548748197979,0.461513214211127,0.2829238276488182,0.17910838090482628,0.11773591808166492,0.0801788778892637,0.056340948972642,0.040689837988829566,0.030094947784652312,0.022726591994998824,0.01747891690212019,0.013660999798985624,0.010831307931275918
8.731531531531532e-06,0.812155113233322,0.9999957439092702,0.7478159237626224,0.4604692107208718,0.28216079191758414,0.17857414462989635,0.11736089777377057,0.07991135276457582,0.05614633377484641,0.040545450361615956,0.029985828285919953,0.02264271817866722,0.017413448192798848,0.013609183699241094,0.010789777240742602
8.741441441441442e-06,0.8139300052608193,1.0,0.7466774486140066,0.45942760475955086,0.2814001249326868,0.1780418174841105,0.11698733419632756,0.0796449263581428,0.0559525505381018,0.04040169898072501,0.029877201210075068,0.02255923020957188,0.017348285484903282,0.013557613047670083,0.010748445536099507
8.751351351351352e-06,0.8157003952465346,0.9999989942685598,0.7455394613316717,0.45838839335547105,0.28064181921301334,0.17751139184216008,0.11661522081619759,0.07937959338130134,0.0557595950599951,0.04025858051723235,0.029769063910367027,0.022476125969072384,0.0172834270687861,0.013506286453006094,0.01070731167559388
8.761261261261262e-06,0.8174662704919448,0.999992750865255,0.7444019737612552,0.45735157350813993,0.2798858672942129,0.17698286010984055,0.11624455113238377,0.0791153485740626,0.055567463162336454,0.040116091662230145,0.02966141375646586,0.02239340335199344,0.017218871245878908,0.013455202533142042,0.010666374525089518
8.771171171171171e-06,0.8192276184648408,0.999981293899118,0.7432649976370688,0.4563171421887415,0.2791322617287803,0.17645621472395082,0.11587531867587475,0.07885218670495109,0.05537615069100172,0.03997422912669391,0.02955424813434915,0.022311060266529733,0.017154616328610418,0.013404359915061847,0.010625632958008923
8.781081081081081e-06,0.8209844267986762,0.9999646474373803,0.7421285445828604,0.4552850963405408,0.2783809950861235,0.17593144815219225,0.11550751700947129,0.07859010257083313,0.05518565351578175,0.03983298964134672,0.02944756444618487,0.022229094634149047,0.017090660640325894,0.013353757234771769,0.010585085855276432
8.790990990990991e-06,0.8227366832918414,0.999942835505021,0.7409926261125703,0.45425543287933556,0.27763205995262746,0.17540855289306284,0.1151411397276343,0.07832909099675195,0.05499596753022958,0.03969236995652799,0.029341360110222196,0.022147504389498234,0.017027002515207158,0.01330339313723397,0.010544732105261046
8.800900900900901e-06,0.8244843759070147,0.9999158820842289,0.7398572536310717,0.45322814869387135,0.2768854489317246,0.17488752147575548,0.11477618045632405,0.07806914683576235,0.054807088651507734,0.03955236684206049,0.029235632560676253,0.02206628748030739,0.016963640298192802,0.013253266276299351,0.010504570603720264
8.810810810810811e-06,0.8262274927704275,0.9998838111139049,0.7387224384349209,0.45220324064625034,0.2761411546439561,0.1743683464600513,0.11441263285283841,0.0778102649687656,0.054619012820238955,0.039412977087121395,0.0291303792476188,0.0219854418672961,0.01690057234490017,0.013203375314641094,0.010464600253743904
8.820720720720722e-06,0.8279660221712204,0.9998466464892244,0.7375881917131117,0.4511807055723711,0.27539916972703576,0.1738510204362155,0.11405049060565622,0.07755244030434555,0.05443173600035541,0.039274197500110304,0.029025597636867,0.021904965524081974,0.016837797021546082,0.013153718923689406,0.010424819965699201
8.830630630630632e-06,0.8296999525606977,0.9998044120611032,0.7364545245477938,0.4501605402823187,0.2746594868359076,0.17333553602489937,0.11368974743427859,0.07729566777860795,0.0542452541789534,0.039136024908520535,0.028921285209873828,0.021824856437086353,0.016775312704870465,0.01310429578356596,0.010385228657175553
8.840540540540542e-06,0.8314292725516642,0.9997571316358076,0.7353214479150344,0.4491427415607775,0.2739220986428066,0.17282188587703065,0.11333039708907228,0.07703994235501803,0.05405956336614217,0.038998456158813054,0.028817439463619466,0.021745112605444383,0.016713117782059035,0.013055104583019509,0.010345825252930185
8.850450450450452e-06,0.8331539709177109,0.9997048289744104,0.7341889726855032,0.44812730616744423,0.2731869978373177,0.1723100626737108,0.11297243335111433,0.07678525902423985,0.05387465959489962,0.03886148811628843,0.02871405791050402,0.021665732040913394,0.016651210650666673,0.013006144019361895,0.010306608684834016
8.860360360360362e-06,0.834874036592527,0.9996475277924111,0.7330571096252715,0.4471142308374152,0.27245417712642905,0.17180005912610863,0.11261585003203266,0.07653161280397729,0.05369053892092816,0.038725117664959695,0.02861113807823927,0.02158671276778283,0.01658958971854263,0.012957412798404368,0.010267577891818536
8.870270270270272e-06,0.8365894586691723,0.9995852517592569,0.7319258693964447,0.4461035122815831,0.27172362923458643,0.17129186797536558,0.11226064097385625,0.07627899873881447,0.05350719742250746,0.03858934170742738,0.02850867750974301,0.021508052822785527,0.01652825340375463,0.012908909634394488,0.010228731819821963
8.880180180180181e-06,0.8383002263993918,0.9995180244979172,0.7307952625579494,0.4450951471870289,0.2709953469037385,0.17078548199248011,0.11190680004885868,0.07602741190005967,0.05332463120035365,0.038454157164758,0.028406673763034518,0.021429750255007606,0.016467200134515435,0.012860633249953986,0.01019006942173744
8.890090090090091e-06,0.8400063291929056,0.9994458695844263,0.7296652995662344,0.4440891322174149,0.27026932289340344,0.1702808939782097,0.11155432115940134,0.07577684738558775,0.05314283637747585,0.03831956097635728,0.028305124411128382,0.02135180312580297,0.016406428349108115,0.012812582376016434,0.010151589657360249
8.900000000000001e-06,0.8417077566166961,0.9993688105475284,0.7285359907759603,0.44308546401334853,0.26954554998070324,0.1697780967629631,0.11120319823778733,0.07552730031968499,0.052961809099034494,0.038185550099848795,0.028204027041931038,0.02127420950870297,0.016345936495813475,0.012764755751765954,0.01011329149333629
8.909909909909911e-06,0.8434044983943009,0.999286870868184,0.7274073464407169,0.44208413919278,0.2688240209604137,0.1692770832067026,0.11085342524610492,0.07527876585289377,0.052781545532201324,0.038052121510953676,0.028103379258139053,0.021196967489332353,0.01628572303283714,0.012717152124576296,0.010075173903110642
8.919819819819821e-06,0.8450965444050997,0.999200073979218,0.7262793767137422,0.44108515435137324,0.26810472864501855,0.16877784619883276,0.11050499617607439,0.07503123916185851,0.052602041866021056,0.03791927220336821,0.02800317867713538,0.021120075165322057,0.016225786428237958,0.012669770249950477,0.010037235866876864
8.92972972972973e-06,0.8467838846836026,0.9991084432648973,0.7251520916485881,0.44008850606285854,0.2673876658647384,0.16828037865810136,0.11015790504890306,0.07478471544917614,0.052423294311270574,0.037786999188645205,0.027903422930888332,0.021043530646224832,0.016166125159855684,0.012622608891460448,0.009999476371526277
8.93963963963964e-06,0.848466509418733,0.9990120020605465,0.7240255011998497,0.43909419087943197,0.2666728254675944,0.16778467353249304,0.10981214591513004,0.07453918994323794,0.052245299100323286,0.03765529949607493,0.027804109665851482,0.02096733205342953,0.0161067377152415,0.012575666820687968,0.009961894410597935
8.94954954954955e-06,0.8501444089531204,0.9989107736521506,0.7228996152238419,0.43810220533207844,0.26596020031943074,0.1672907237991224,0.10946771285448194,0.07429465789808413,0.052068052487010935,0.0375241701725662,0.027705236542862863,0.02089147752007785,0.016047622591586375,0.01252894281716581,0.009924488984229407
8.95945945945946e-06,0.8518175737823569,0.9988047812759745,0.7217744434792798,0.43711254593096444,0.26524978330395993,0.16679852246413726,0.10912459997571643,0.07405111459325209,0.051891550746489816,0.037393608282529946,0.02760680123704628,0.02081596519098208,0.01598877829565244,0.012482435668318517,0.009887259099106824
8.96936936936937e-06,0.853485994554324,0.9986940481182079,0.7206499956279738,0.4361252091657722,0.2645415673228086,0.1663080625626074,0.1087828014164839,0.0738085553336258,0.0517157901751044,0.03726361090776347,0.02750880143771355,0.02074079322254055,0.015930203343702466,0.012436144169405406,0.009850203768416716
8.97927927927928e-06,0.8551496620684322,0.9985785973145939,0.7195262812354996,0.4351401915060668,0.26383554529554465,0.1658193371584253,0.10844231134317281,0.07356697544928972,0.05154076709025404,0.037134175147333935,0.02741123484826498,0.02066595978265769,0.01587189626143315,0.012390067123462347,0.009813322011797361
8.98918918918919e-06,0.8568085672749265,0.9984584519500406,0.7184033097718808,0.434157489401628,0.2631317101597179,0.1653323393441998,0.10810312395076825,0.07332637029537882,0.051366477830259306,0.037005298117464225,0.027314099186094724,0.020591463050661125,0.015813855583905228,0.012344203341244978,0.00977661285529079
8.9990990990991e-06,0.8584627012741456,0.9983336350583001,0.7172810906122723,0.4331770992828025,0.26243005487089616,0.1648470622411524,0.10776523346270163,0.07308673525193549,0.051192918754232916,0.03687697695141839,0.02721739218249307,0.02051730121722227,0.015756079855477282,0.012298551641172063,0.00974007533129511
9.00900900900901e-06,0.8601120553158119,0.9982041696216378,0.7161596330375954,0.43219901756084517,0.26173057240269254,0.16436349899901567,0.10742863413070736,0.07284806572376182,0.051020086241943666,0.03674920879939034,0.027121111582551875,0.02044347248427554,0.01569856762973829,0.012253110849269225,0.00970370847851764
9.01891891891892e-06,0.861756620798314,0.9980700785704258,0.7150389462352352,0.4312232406282546,0.2610332557467993,0.16388164279592415,0.10709332023468186,0.0726103571402731,0.05084797669369013,0.03662199082838997,0.027025255145068528,0.020369975064939278,0.015641317469441012,0.012207879799113653,0.009667511341927499
9.02882882882883e-06,0.8633963892679654,0.9979313847828903,0.7139190392996867,0.4302497648591016,0.2603380979130208,0.1634014868383179,0.10675928608253257,0.07237360495535984,0.05067658653017058,0.03649532022213287,0.026929820642454142,0.02029680718343724,0.015584327946436287,0.012162857331778479,0.009631482972709824
9.038738738738739e-06,0.8650313524182921,0.9977881110847105,0.7127999212332119,0.429278586609367,0.25964509192929797,0.16292302436083442,0.10642652601004232,0.072137804647238,0.050505912192353,0.036369194180929466,0.026834805860638064,0.020223967075020003,0.015527597641608106,0.01211804229577842,0.009595622428219508
9.048648648648649e-06,0.8666615020892924,0.9976402802487594,0.7116816009465006,0.4283097022172584,0.2589542308417413,0.1624462486262044,0.1060950343807224,0.07190295171831239,0.05033595014134894,0.036243609921574584,0.02674020859897681,0.020151452985887296,0.015471125144807765,0.012073433547015008,0.009559928771935053
9.058558558558559e-06,0.8682868302667467,0.9974879149947554,0.710564087259301,0.42734310800353853,0.2582655077146498,0.16197115292515113,0.10576480558567083,0.07166904169503137,0.05016669685828652,0.03611856467724072,0.0266460266701617,0.020079263173112167,0.015414909054790782,0.012029029948723027,0.009524401073414335
9.068468468468469e-06,0.8699073290814371,0.9973310379889372,0.7094473889010903,0.426378800271849,0.25757891563054713,0.1614977305762869,0.10543583404343382,0.07143607012775041,0.04999814884418363,0.03599405569736657,0.0265522579001268,0.020007395904563286,0.01535894797915203,0.011984830371417331,0.00948903840824857
9.07837837837838e-06,0.8715229908084708,0.9971696718438327,0.7083315145116963,0.42541677530901323,0.25689444769019054,0.16102597492600643,0.10510811419986238,0.07120403259058897,0.049830302619824934,0.03587008024755287,0.026458900127960316,0.019935849458830406,0.015303240534263091,0.011940833692839155,0.009453839858018728
9.08828828828829e-06,0.87313380786653,0.9970038391178553,0.7072164726419683,0.4244570293853569,0.2562120970126085,0.16055587934838847,0.10478164052797737,0.07097292468129451,0.049663154725634255,0.035746635609454305,0.026365951205813098,0.019864622125147786,0.015247785345209422,0.01189703879790412,0.009418804510250584
9.0981981981982e-06,0.8747397728171223,0.996833562315109,0.7061022717543437,0.4234995587550221,0.2555318567351101,0.1600874372450865,0.10445640752782386,0.07074274202110184,0.04949670172155607,0.035623719080673515,0.02627340899881048,0.01979371220332148,0.015192581045727658,0.011853444578649916,0.009383931458371622
9.10810810810811e-06,0.876340878363904,0.996658863885075,0.7049889202235614,0.42254435965625897,0.2548537200133158,0.15962064204523552,0.10413240972633755,0.07051348025460116,0.04933094018692848,0.035501327974656154,0.0261812713849632,0.01972311800365388,0.0151376262781441,0.011810049934184707,0.009349219801667136
9.11801801801802e-06,0.8779371173518928,0.9964797662222844,0.703876426337233,0.42159142831174007,0.2541776800211684,0.15915548720534012,0.10380964167720609,0.07028513504959678,0.04916586672036461,0.03537945962058768,0.026089536255080092,0.019652837846870937,0.015082919693313707,0.011766853770635535,0.009314668645237162
9.12792792792793e-06,0.8795284827667875,0.9962962916661189,0.7027647982964921,0.42064076092885216,0.2535037299509545,0.1586919662091749,0.10348809796073118,0.07005770209697325,0.04900147793962931,0.03525811136328821,0.025998201512681198,0.019582870064049518,0.015028459950558687,0.011723855001097766,0.009280277099954005
9.13783783783784e-06,0.8811149677342062,0.996108462500501,0.70165404421659,0.4196923536999959,0.25283186301332566,0.15823007256768268,0.10316777318369462,0.06983117711056391,0.048837770481521416,0.03513728056311081,0.025907265073909943,0.01951321299654452,0.014974245717608541,0.011681052545584445,0.009246044282419742
9.147747747747749e-06,0.8826965655189802,0.9959163009536248,0.7005441721275526,0.4187462028028857,0.2521620724373042,0.15776979981887085,0.1028486619792159,0.06960555582701322,0.04867474100175386,0.03501696459583954,0.02581672486744882,0.019443864995917624,0.014920275670540314,0.011638445330976386,0.009211969314924106
9.157657657657659e-06,0.8842732695244017,0.9957198291977362,0.6994351899747502,0.41780230440081695,0.251494351470304,0.15731114152771264,0.10253075900662627,0.06938083400564563,0.0485123861748339,0.03489716085258728,0.02572657883443392,0.019374824423866194,0.014866548493718946,0.011596032290972294,0.009178051325402904
9.167567567567569e-06,0.8858450732915059,0.9955190693488519,0.6983271056195193,0.4168606546429783,0.25082869337815095,0.1568540912860396,0.10221405895132922,0.06915700742833622,0.048350702693948186,0.034777866739696274,0.02563682492836954,0.019306089652152462,0.014813062879738523,0.011553812366039857,0.009144289447396783
9.177477477477479e-06,0.8874119704983457,0.995314043466523,0.6972199268397973,0.4159212496647158,0.25016509144507626,0.15639864271244233,0.10189855652466755,0.06893407189937244,0.048189687270842954,0.03465907967863675,0.025547461115045807,0.019237659062533965,0.014759817529363804,0.011511784503366271,0.009110682820009841
9.187387387387388e-06,0.8889739549592508,0.9951047735536123,0.6961136613306779,0.4149840855878307,0.24950353897374994,0.15594478945217027,0.10158424646378886,0.06871202324533196,0.048029336635710365,0.03454079710590976,0.025458485372453224,0.01916953104669294,0.01470681115147215,0.011469947656810668,0.00907723058786954
9.197297297297298e-06,0.8905310206241095,0.9948912815560076,0.6950083167050425,0.41404915852083446,0.24884402928527885,0.15549252517702766,0.1012711235315146,0.06849085731494844,0.04786964753707235,0.03442301647294714,0.02536989569070267,0.019101704006168632,0.014654042462996324,0.011428300786855266,0.009043931901085735
9.207207207207208e-06,0.8920831615776276,0.9946735893624693,0.6939039004941416,0.4131164645592403,0.24818655571921794,0.15504184358527037,0.10095918251621065,0.06827056997898251,0.047710616741666136,0.03430573524601439,0.025281690071940623,0.019034176352288313,0.014601510188867274,0.011386842860558367,0.009010785915211246
9.217117117117118e-06,0.8936303720386,0.9944517188043343,0.6928004201481985,0.41218599978583886,0.24753111163358177,0.15459273840151141,0.10064841823165141,0.06805115713009538,0.04755224103433089,0.03418895090611407,0.02519386653027025,0.01896694650609896,0.014549213061957228,0.011345572851506105,0.00897779179120191
9.227027027027028e-06,0.8951726463591948,0.9942256916553601,0.6916978830369712,0.4112577602709355,0.24687769040484744,0.15414520337661272,0.1003388255168927,0.06783261468272238,0.04739451721789487,0.03407266094888902,0.025106423091669407,0.018900012898300823,0.014497149823023966,0.011304489739766709,0.008944948695377021
9.236936936936938e-06,0.8967099790242092,0.9939955296314451,0.6905962964503592,0.41033174207265594,0.24622628542796327,0.1536992322875865,0.10003039923614039,0.06761493857294323,0.047237442113062154,0.033956862884526394,0.02501935779390979,0.01883337396917991,0.014445319220654819,0.011263592511842885,0.00891225579938083
9.246846846846847e-06,0.8982423646503465,0.9937612543904935,0.689495667598989,0.4094079412371822,0.24557689011635755,0.15325481893749132,0.0997231342786219,0.06739812475835932,0.04708101255830352,0.03384155423766364,0.024932668686479042,0.018767028168541516,0.014393720011211933,0.0112228801606266,0.008879712280143377
9.256756756756757e-06,0.8997697979854845,0.9935228875321412,0.6883960036147638,0.4084863537990171,0.24492949790194365,0.15281195715534446,0.09941702555845676,0.06718216921796803,0.046925225409744205,0.033726732547293546,0.024846353830499945,0.01870097395564506,0.014342350958776144,0.01118235168535231,0.008847317319842207
9.266666666666667e-06,0.9012922739079633,0.9932804505976115,0.6872973115514652,0.4075669757812471,0.24428410223511154,0.15237064079600166,0.09911206801452971,0.06696706795203876,0.04677007754105409,0.033612395366671044,0.02476041129865351,0.01863520979913794,0.014291210835094464,0.011142006091552534,0.008815070105864443
9.276576576576577e-06,0.9028097874258149,0.9930339650694975,0.6861995983853107,0.4066498031957902,0.2436406965847497,0.1519308637400692,0.0988082566103648,0.06675281698198743,0.046615565843338314,0.03349854026322079,0.02467483917510021,0.018569734176991502,0.014240298419524317,0.01110184239101189,0.008782969830768757
9.286486486486487e-06,0.9043223336760997,0.992783452371571,0.6851028710155089,0.4057348320436481,0.24299927443823222,0.1514926198938065,0.09850558633399399,0.06653941235025662,0.04646168722503033,0.03338516481844248,0.02458963555540363,0.018504545576436156,0.014189612498981135,0.011061859601723019,0.00875101569224808
9.296396396396397e-06,0.9058299079241265,0.9925289338686083,0.6840071362648603,0.4048220583151644,0.24235982930142544,0.15105590318901393,0.09820405219783405,0.06632685012019406,0.04630843861178403,0.03327226662782324,0.024504798546452364,0.018439642493897658,0.014139151867884465,0.011022056747841907,0.008719206893092486
9.306306306306307e-06,0.9073325055627562,0.9922704308662059,0.6829124008802666,0.4039114779902417,0.2417223546986908,0.15062070758294463,0.09790364923856436,0.06611512637592741,0.04615581694636423,0.033159843300743536,0.024420326266385146,0.01837502343493395,0.014088915328105968,0.010982432859644177,0.008687542641152044
9.316216216216216e-06,0.9088301221116418,0.9920079646106151,0.6818186715333455,0.4030030870386236,0.2410868441728789,0.1501870270582015,0.09760437251699584,0.06590423722224845,0.046003819188543335,0.03304789246038812,0.024336216844515455,0.01831068691417236,0.01403890168891639,0.010942986973481002,0.008656022149300545
9.326126126126126e-06,0.9103227532165555,0.9917415562885599,0.6807259548209171,0.40209688142010475,0.24045329128533016,0.14975485562263133,0.09730621711795134,0.06569417878449063,0.04585244231499575,0.0329364117436559,0.024252468421255276,0.018246631455246826,0.013989109766934453,0.01090371813173615,0.008624644635399177
9.336036036036036e-06,0.9118103946486067,0.9914712270270787,0.6796342572656058,0.4011928570847765,0.23982168961587483,0.14932418730923858,0.09700917815013826,0.06548494720841043,0.04570168331919107,0.032825398801072284,0.024169079148041978,0.01818285559073604,0.013939538386074372,0.010864625382782997,0.008593409322260416
9.345945945945948e-06,0.9132930423035812,0.9911969978933685,0.6785435853163847,0.40029100997327516,0.2391920327628285,0.14889501617607237,0.09671325074603247,0.06527653866007159,0.045551539211291216,0.03271485129669888,0.024086047187263697,0.01811935786210279,0.013890186377495974,0.010825707780942016,0.008562315437612383
9.355855855855857e-06,0.9147706922011463,0.9909188898946125,0.677453945349076,0.3993913360169894,0.23856431434298325,0.14846733630613906,0.09641843006174662,0.06506894932572412,0.04540200701804769,0.03260476690804714,0.024003370712186726,0.018056136819631925,0.013841052579552784,0.010786964386438204,0.008531362214063492
9.365765765765767e-06,0.916243340484204,0.9906369239778668,0.676365343666944,0.3984938311383099,0.23793852799161347,0.14804114180729835,0.0961247112769159,0.06486217541168987,0.0452530837826975,0.032495143325990745,0.02392104790688181,0.01799319102237072,0.013792135837742569,0.01074839426535913,0.008500548889067275
9.375675675675677e-06,0.9177109834180914,0.9903511210298499,0.6752777865011882,0.3975984912508509,0.2373146673624619,0.1476164268121637,0.09583208959457436,0.0646562131442449,0.045104766564862744,0.032385978254679905,0.023839076966152565,0.017930519038067933,0.013743435004657313,0.01070999648961389,0.008469874704887853
9.385585585585587e-06,0.9191736173899334,0.9900615018768723,0.6741912800115014,0.3967053122596723,0.2366927261277334,0.14719318547800997,0.09554056024103247,0.064451058769506,0.04495705244044808,0.032277269411453834,0.023757456095463533,0.017868119443115688,0.01369494893993329,0.010671770136891157,0.008439338908564777
9.395495495495497e-06,0.920631238907875,0.9897680872846458,0.6731058302866055,0.3958142900615006,0.23607269797809602,0.14677141198666865,0.09525011846576219,0.06424670855331543,0.04480993850153967,0.03216901452675725,0.02367618351086997,0.01780599082248878,0.013646676510202542,0.010633714290618927,0.008408940751879314
9.405405405405407e-06,0.9220838446003822,0.989470897958167,0.6720214433447425,0.394925420544952,0.23545457662266325,0.14635110054443584,0.09496075954127241,0.06404315878112558,0.04466342185630739,0.03206121134405513,0.023595257438945038,0.0177441317696867,0.013598616589043154,0.010595828039922928,0.008378679491320222
9.415315315315317e-06,0.9235314312155107,0.9891699545416119,0.6709381251342457,0.39403869959075366,0.23483835578899356,0.14593224538197247,0.09467247876299179,0.06384040575788655,0.04451749962890287,0.03195385761974805,0.02351467611671206,0.01768254088667613,0.013550768056932406,0.01055811047958763,0.008348554388049937
9.425225225225226e-06,0.9249739956202109,0.9888652776181486,0.6698558815340188,0.39315412307194086,0.23422402922307417,0.1455148407542033,0.09438527144915584,0.06363844580793494,0.044372168959363585,0.03184695112308959,0.02343443779157335,0.017621216783831516,0.013503129801197415,0.0105205607100148,0.008318564707871347
