Wavelength (m),T = 273 K,T = 400 K,T = 600 K,T = 800 K,T = 1000 K,T = 1200 K,T = 1400 K,T = 1600 K,T = 1800 K,T = 2000 K,T = 2200 K,T = 2400 K,T = 2600 K,T = 2800 K,T = 3000 K
2.072072072072072e-06,1.0623222187388695e-06,0.0006356419974908509,0.039941059038421024,0.2230381985742537,0.5076021090587589,0.7639181633224787,0.9263032527303513,0.9940428607811426,0.9917900388746788,0.9460811707826292,0.8772920999827241,0.7990243133431137,0.719569241869074,0.6435159390348505,0.5732206239791633
2.0819819819819817e-06,1.1761760342918106e-06,0.0006771823572942129,0.04139131692235175,0.2279565735523346,0.5144933109647717,0.7700030418030605,0.9299963562051157,0.9950641002274899,0.9905461546507791,0.9431836666993116,0.8733191262343457,0.794438342452684,0.7147083570235682,0.6386129654156075,0.5684272749737199
2.091891891891892e-06,1.3008572013451701e-06,0.0007209383351206492,0.04287575102312441,0.23291346605355098,0.5213625704209116,0.7760054557766437,0.9335820753799137,0.9959845640683275,0.98922470291891,0.9402365438484794,0.8693226703648197,0.789850510905028,0.7098621653728904,0.6337366126674258,0.5636686428846933
2.101801801801802e-06,1.4372583409105363e-06,0.0007669984282475462,0.044394574524944115,0.23790781894314778,0.5282084202163458,0.7819249480023299,0.937061218104669,0.9968058702235967,0.9878275700159187,0.937241577211039,0.86530419795952,0.7852619068425644,0.7050313849330101,0.6288872722642627,0.5589448490292547
2.1117117117117117e-06,1.5863335516232627e-06,0.0008154532180475035,0.04594798775094323,0.24293856699891853,0.535029425129456,0.7877611049291013,0.94043461631189,0.9975296329308886,0.9863566172421986,0.9342005054086607,0.8612651352947021,0.7806735815811792,0.7002167022511927,0.6240653106738429,0.5542559962117131
2.1216216216216215e-06,1.7491017131601594e-06,0.0008663953626688151,0.04753617807264654,0.24800463772052436,0.5418241820568029,0.793513555653225,0.94370312467568,0.9981574618566332,0.9848136806569363,0.9311150310840285,0.8572068700936186,0.77608655054313,0.6954187733683688,0.6192710702560151,0.5496021695072528
2.1315315315315314e-06,1.9266499064443974e-06,0.0009199195877210358,0.04915931983219309,0.25310495212460044,0.548591320109,0.7991819708780696,0.9468676193076145,0.9986909612518844,0.9832005709058472,0.9279868212944308,0.8531307522783796,0.7715017941732448,0.6906382247573584,0.6145048701338472,0.5449834370184664
2.141441441441441e-06,2.1201369514657637e-06,0.0009761226749670442,0.050817574277132245,0.25823842552523085,0.555329500674765,0.8047660618773804,0.9499289964892936,0.9991317291513947,0.9815190730796509,0.924817507917365,0.849038094717024,0.7669202588382,0.6858756542373284,0.6097670070382893,0.5403998506054188
2.1513513513513515e-06,2.330797063386468e-06,0.001035103449026018,0.05251108950759704,0.2634039682993269,0.5620374174544871,0.8102655794630554,0.9528881714410923,0.9994813566145706,0.9797709466018014,0.9216086880670503,0.8449301739650932,0.762342857708936,0.6811316318649648,0.6050577561269199,0.5358514465901714
2.1612612612612613e-06,2.5599436274385825e-06,0.0010969627620949433,0.054240000435645606,0.2686004866365892,0.5687137964645126,0.8156803129585523,0.9557460771267392,0.999741427006912,0.9779579251438816,0.9183619245206878,0.8408082310012478,0.7577704716261945,0.676406700802617,0.6003773717775086,0.5313382464364972
2.171171171171171e-06,2.808973092951386e-06,0.0011618034766991776,0.05600442875655229,0.27382688327368443,0.5753573960133979,0.8210100891786635,0.9585036630932217,0.9999135153205478,0.9760817165673,0.9150787461534019,0.8366734719563749,0.7532039499491651,0.6717013781639475,0.5957260883570838,0.5268602574055652
2.181081081081081e-06,3.0793689866743467e-06,0.0012297304464853984,0.05780448293181186,0.27908205821235266,0.5819670066513595,0.826254771416683,0.9611618943456374,0.9999991875325804,0.974144002889765,0.9117606483808725,0.8325270688357416,0.748644111387265,0.6670161558373778,0.5911041209670451,0.5224174731883778
2.190990990990991e-06,3.3727060453847526e-06,0.001300850495073333,0.05964025818361877,0.28436490942118603,0.5885414510940965,0.8314142584396864,0.9637217502564255,1.0,0.9721464402752861,0.9084090936086963,0.8283701602337986,0.7440917448152116,0.662351501287891,0.5865116661650437,0.5180098745156686
2.2009009009009007e-06,3.690654467589285e-06,0.0013752723929852586,0.06151183650056759,0.2896743335208492,0.5950795841221476,0.8364884834927395,0.9661842235084679,0.9999174988897788,0.9700906590463548,0.9050255116876172,0.8242038520412475,0.7395476100713537,0.6577078583374585,0.5819489026642211,0.5136374297459931
2.2108108108108105e-06,4.034984283945262e-06,0.0014531068326750474,0.06341928665432009,0.29500922645256805,0.601580292456955,0.8414774133126371,0.9685503190716028,0.9997532196429669,0.9679782637170822,0.9016113003737165,0.8200292181440223,0.7350124387394229,0.6530856479246082,0.5774159920103452,0.5093000954327367
2.220720720720721e-06,4.4075698458410755e-06,0.0015344664016811004,0.06536266422696052,0.3003684841297039,0.6080424946146977,0.8463810471519521,0.9708210532118612,0.9995086864715639,0.9658108330460444,0.8981678257928374,0.8158473011138836,0.7304869349138501,0.6484852688434991,0.5729130792376104,0.5049978168706236
2.2306306306306307e-06,4.8103944313869945e-06,0.0016194655539300846,0.06734201164878113,0.305751003072304,0.6144651407390901,0.8511994158138335,0.9729974525330282,0.9991854118870372,0.9635899201078193,0.8946964229084305,0.8116591128903775,0.7259717759487184,0.6439070984630053,0.5684402935035082,0.5007305286225464
2.2405405405405405e-06,5.2455549678765055e-06,0.0017082205792207593,0.06935735824620075,0.31115568102451896,0.6208472124140686,0.855932580698252,0.975080553049816,0.9987848962592036,0.9613170523818942,0.8911983959921872,0.8074656354538671,0.7214676131905281,0.6393514934260706,0.5639977487034377,0.4964981550271569
2.2504504504504504e-06,5.715266869586391e-06,0.0018008495709196499,0.07140872029954842,0.31658141755484226,0.6271877224575632,0.8605806328600726,0.9770713992921202,0.9983086274044434,0.9589937318581419,0.8876750190966941,0.8032678214894966,0.7169750726949812,0.6348187903299535,0.5595855440656262,0.49230061068806086
2.26036036036036e-06,6.221868989589568e-06,0.0018974723919023423,0.07349610111040149,0.3220271146390804,0.6334857146972532,0.8651436920794492,0.9789710434398013,0.997758080202123,0.9566214351576184,0.8841275365295683,0.7990665950417979,0.7124947559278463,0.6303093063876228,0.555203764726879,0.48813780094500686
2.27027027027027e-06,6.767828684061008e-06,0.001998210638776717,0.07561949107820781,0.3274916772260923,0.6397402637293517,0.8696219059450295,0.9807805444872955,0.9971347162381113,0.9542016136679025,0.8805571633284954,0.7948628521598863,0.7080272404502452,0.6258233400707593,0.5508524822897173,0.4840096223278431
2.2801801801801803e-06,7.355746987361771e-06,0.002103187604425936,0.07777886778587155,0.33297401378626384,0.645950474661383,0.8740154489501807,0.9825009674375228,0.9964399834744675,0.951735693691904,0.876965085736498,0.7906574615330431,0.7035730805883554,0.6213611717348622,0.5465317553614178,0.47991596299369627
2.29009009009009e-06,7.988363895991238e-06,0.0022125282389116032,0.07997419609402484,0.3384730368427628,0.6521154828398592,0.8783245216027531,0.9841333825244558,0.9956753159440662,0.9492250766093571,0.8733524616771287,0.7864512651165813,0.6991328080879718,0.6169230642267082,0.5422416300755087,0.4758567031479625
2.3e-06,8.668563759303647e-06,0.002326359108778729,0.08220542824365923,0.3439876634856335,0.6582344535637954,0.8825493495485394,0.9856788644637262,0.994842133469386,0.9466711390500656,0.8697204212288643,0.7822450787478971,0.6947069327538489,0.6125092634747072,0.5379821405961748,0.4718317154496586
2.30990990990991e-06,9.39938077469092e-06,0.002444808354806448,0.08447250396683972,0.34951681586877903,0.6643065817849371,0.8866901827087886,0.9871384917306829,0.9939418414044308,0.9440752330781509,0.8660700670984645,0.7780396927526305,0.6902959430743077,0.6081199990624754,0.5337533096061263,0.4678408654016529
2.3198198198198197e-06,1.0184004584741474e-05,0.002568005648249603,0.08677535060517712,0.3550594216899609,0.6703310917955541,0.8907472944319387,0.9885133458652161,0.9929758303987142,0.9414386863864751,0.8624024750927131,0.7738358725409201,0.6859003068311827,0.603755484786085,0.529555148778374,0.4638840117262634
2.3297297297297295e-06,1.1025785973693923e-05,0.0026960821456181653,0.08911388323575926,0.36061441465386795,0.6763072369046094,0.8947209806598189,0.9898045108027674,0.9919454761826426,0.9387628025005491,0.8587186945883044,0.7696343591936027,0.6815204716952845,0.5994159191952675,0.5253876592323677,0.45996100672674467
2.3396396396396394e-06,1.1928242660316508e-05,0.0028291704420426666,0.09148800480424632,0.3661807349184511,0.6822342991031819,0.8986115591084688,0.9910130722310236,0.9908521393732551,0.9360488609911604,0.8550197489993298,0.765435870038461,0.6771568658077919,0.5951014861191342,0.5212508319750342,0.4560716966350881
2.3495495495495497e-06,1.2895065184154108e-05,0.002967404523275541,0.09389760626481043,0.3717573295245917,0.6881115887198155,0.9024193684637276,0.9921401169714301,0.9896971652994138,0.9332981176950674,0.851306636242185,0.7612410992164249,0.672809898347603,0.5908123551765883,0.5171446483270575,0.45221592194670035
2.3594594594594595e-06,1.393012288190573e-05,0.003110919716378758,0.09634256672663219,0.37734315280934666,0.6939384440666447,0.9061447675916839,0.9931867323851309,0.9884818838458415,0.93051180494316,0.8475803291975362,0.7570507182377515,0.6684799600850083,0.5865486822719644,0.5130690803349535,0.4483935177422719
2.3693693693693693e-06,1.503746995050962e-05,0.0032598526391501206,0.09882275360664142,0.38293716680284234,0.6997142310769096,0.9097881347641193,0.9941540058026662,0.9872076093149308,0.9276911317953255,0.8438417761689738,0.7528653765281763,0.6641674239218706,0.5823106100761942,0.5090240911692552,0.44460431399736744
2.379279279279279e-06,1.6221351593340362e-05,0.0034143411483409866,0.10133802278820968,0.38853834160909534,0.7054383429347584,0.9133498668989973,0.995043023976771,0.9858756403057806,0.9248372842817024,0.8400919013382153,0.7486857019651234,0.6598726454185971,0.5780982684938645,0.5050096355093132,0.4408481358801424
2.389189189189189e-06,1.748621024574687e-05,0.0035745242867193006,0.10388821878549642,0.3941456557708861,0.7111101996977349,0.916830378816014,0.9958548725577355,0.984487259609543,0.9219514256494026,0.8363316052165409,0.7445123014039479,0.6555959633080316,0.573911775116518,0.5010256599150631,0.43712480403755527
2.399099099099099e-06,1.883669187599214e-05,0.0037405422290325637,0.10647317491315313,0.3997580966189415,0.7167292479128912,0.9202301025072883,0.9965906355907478,0.9830437341204037,0.9190346966145122,0.8325617650921943,0.7403457611942924,0.6513376999966486,0.5697512356625698,0.4970721031861789,0.4334341348705058
2.4090090090090087e-06,2.0277652357493097e-05,0.003912536226926447,0.10909271346109464,0.40537466060561034,0.7222949602269213,0.9235494864231617,0.9972513950345826,0.9815463147615721,0.9160882156186174,0.8287832354736516,0.7361866476865778,0.6470981620532084,0.565616744404193,0.4931488967090066,0.42977594079827347
2.418918918918919e-06,2.181416390809431e-05,0.004090648552874427,0.1117466458740508,0.4109943536232754,0.7278068349910782,0.9267889947730957,0.9978382303010419,0.9799962364254156,0.9131130790895476,0.8249968485284643,0.7320355077287327,0.6428776406851052,0.5615083845814359,0.48925596479159666,0.42615003051261585
2.428828828828829e-06,2.3451521591962373e-05,0.004275022443175606,0.11443477293561623,0.41661619130774225,0.7332643958613903,0.9299491068416335,0.998352217814746,0.9783947179272755,0.910110361705731,0.8212034145175572,0.7278928691532369,0.6386764122026775,0.557426228804019,0.4853932249872763,0.422556209221889
2.4387387387387387e-06,2.5195249879531612e-05,0.004465802040077279,0.11715688495651315,0.42223919932681847,0.7386671913947059,0.9330303163194344,0.9987944305924353,0.9767429619721522,0.9070811166638608,0.8174037222248048,0.7237592412545083,0.6344947384717634,0.5533703394410243,0.4815605884070678,0.41899427888555496
2.4486486486486485e-06,2.705110926079621e-05,0.004663132333079496,0.11991276196679498,0.4278624136543938,0.7440147946411929,0.9360331306492092,0.9991659378414844,0.9750421551338304,0.9040263759493329,0.8135985393817622,0.7196351152567566,0.6303328673545732,0.5493407689988612,0.47775796002130066,0.4154640384393858
2.4585585585585584e-06,2.9025102907097886e-05,0.004867159099479141,0.12270217391171884,0.4334848808301919,0.7493068027337196,0.9389580703865946,0.9994678045769112,0.9732934678456238,0.9009471506091962,0.8097886130873786,0.7155209647724093,0.6261910331393622,0.5453375604878167,0.4739852389507701,0.4119652840116776
2.4684684684684682e-06,3.112348337643728e-05,0.005078028844211315,0.12552488085101993,0.43910565820554437,0.7545428364746535,0.9418056685757898,0.9997010912564616,0.9714980544023607,0.8978444310271092,0.8059746702226562,0.7114172462511621,0.6220694569589048,0.5413607477774511,0.4702423187477711,0.40849780913085937
2.4783783783783785e-06,3.335275935720456e-05,0.005295888739045293,0.1283806331613231,0.444723814175397,0.7597225399205484,0.9445764701399108,0.9998668534331621,0.9696570529729543,0.8947191872000652,0.8021574178600565,0.707324399419791,0.6179683471981543,0.5374103559412036,0.4665290876672587,0.40506140492469755
2.4882882882882883e-06,3.5719702445110686e-05,0.005520886561193055,0.13126917174143726,0.4503384283968215,0.7648455799651922,0.947271031285914,0.9999661414248141,0.9677715856230277,0.8915723690164835,0.7983375436676596,0.7032428477128152,0.6138878998912511,0.5334864015904532,0.4628454289285783,0.4016558603114905
2.498198198198198e-06,3.823135394799365e-05,0.005753170631387848,0.13419022822028365,0.455948591994364,0.769911645921369,0.9498899189239929,1.0,0.9658427583471212,0.8884049065353736,0.7945157163079302,0.6991729986941402,0.6098282991081384,0.529588893198301,0.45919122096791853,0.3982809621834439
2.508108108108108e-06,4.089503171305917e-05,0.005992889751489939,0.13714352516719985,0.46155340775241654,0.774920449101841,0.9524337101012743,0.9999694680800578,0.9638716611099669,0.8852177102662943,0.7906925858310406,0.6951152444697527,0.6057897173309795,0.5257178314134456,0.45556633768185884,0.3949364955825965
2.518018018018018e-06,4.3718336971033315e-05,0.006240193141676671,0.14012877630439857,0.46715199029499554,0.7798717223999231,0.9549029914497112,0.99987557845646,0.961859367896272,0.8820116714497674,0.786868784062719,0.6910699620916481,0.6017723158206246,0.5218732093643081,0.4519706486622966,0.39162224386948125
2.5279279279279277e-06,4.67091611916028e-05,0.00649523037727382,0.14314568672131917,0.4727434662531173,0.7847652198699555,0.9572983586480074,0.9997193575232453,0.95980693676868,0.8787876623379531,0.783044924986543,0.687037513953047,0.5977762449733725,0.5180550129537815,0.4484040194229827,0.38833798888480664
2.5378378378378376e-06,4.987569294444533e-05,0.006758151325284232,0.14619395309066446,0.47832697442012445,0.7896007163081601,0.9596204158973927,0.9995018250239203,0.9577154099334122,0.8755465364752958,0.7792216051206572,0.6830182481750724,0.5938016446681407,0.5142632211447667,0.44486631161797396,0.3850835111044522
2.547747747747748e-06,5.322642476007372e-05,0.0070291060806695746,0.14927326388589537,0.4839016658952064,0.7943780068340738,0.9618697754111135,0.9992239938124784,0.955585813813061,0.8722891289789044,0.7753994038888795,0.6790124989849329,0.5898486446044507,0.5104978062368334,0.4413573832522385,0.38185858978794135
2.5576576576576577e-06,5.67701599846505e-05,0.007308244902440807,0.15238329959994304,0.4894667042154277,0.7990969064730096,0.964047056917461,0.9988868696279147,0.9534191591263254,0.8690162568184534,0.771578883986156,0.6750205870858986,0.5859173646312048,0.5067587341342069,0.43787708888467924,0.3786630031206647
2.5675675675675675e-06,6.051601962288047e-05,0.007595718149611648,0.1555237329649623,0.4950212654765272,0.8037572497397806,0.9661528871761421,0.9984914508820049,0.9512164409740722,0.865728719095395,0.7677605917384156,0.6710428200189673,0.5820079150666504,0.5030459646053378,0.4344252798237951,0.37549652835009156
2.5774774774774774e-06,6.447344916302084e-05,0.007891676217069503,0.1586942291728852,0.5005645384428118,0.8083588902240021,0.9681878995078145,0.9980387284597075,0.9489786389315539,0.8624272973212987,0.7639450574566921,0.6670794925165625,0.5781203970096697,0.4993594515342876,0.4310018043162486,0.372358941916154
2.5873873873873872e-06,6.865222537802316e-05,0.008196269471416358,0.16189444609660025,0.5060957246463712,0.8129017001772393,0.970152733336621,0.9975296855320025,0.9467067171461959,0.8591127556951144,0.7601327957856656,0.6631308868482692,0.5742549026425525,0.4956991431641655,0.42760650772855846,0.36925001957603615
2.597297297297297e-06,7.306246309677534e-05,0.00850964818683318,0.16512403451154295,0.5116140384759619,0.8173855701022861,0.9720480337454902,0.9969652973804171,0.9444016244407835,0.8557858413791684,0.7563243060464917,0.6591972731587604,0.5704115155255619,0.4920649823328489,0.42423923272210545,0.36616953652356776
2.6072072072072073e-06,7.771462193938771e-05,0.008831962481018609,0.16838263831752215,0.5171187072558141,0.8218104083447674,0.9738744510440456,0.9963465312332097,0.9420642944216512,0.8524472847738049,0.7525200725740254,0.6552789097980809,0.5665903108833693,0.4884569067011865,0.4208998194217316,0.3631172675033937
2.617117117117117e-06,8.261951301045232e-05,0.009163362251252999,0.1716698947605944,0.5226089713146401,0.826176140687374,0.9756326403489191,0.9956743461125926,0.9396956455914901,0.8490977997904363,0.7487205650483846,0.6513760436443672,0.562791355883638,0.4848748489739256,0.41758810557808923,0.36009298692016395
2.627027027027027e-06,8.778830554418656e-05,0.00950399711063813,0.17498543465480954,0.5280840840451445,0.830482709946868,0.9773232611762419,0.9949496926925473,0.9372965814665299,0.845738084122929,0.7449262388209243,0.6474889104191757,0.5590147099079004,0.4813187371135439,0.4143039267239567,0.3570964689428497
2.636936936936937e-06,9.323253349537099e-05,0.009854016324560566,0.17832888260365581,0.5335433119542796,0.8347300755741375,0.9789469770461107,0.9941735131671314,0.9348679906978079,0.8423688195171241,0.7411375352346135,0.6436177349955103,0.5552604248149265,0.4777884945472132,0.4110471163247353,0.3541274876044438
2.6468468468468467e-06,9.896410207000163e-05,0.010213568747427532,0.18169985722104487,0.5389859347045884,0.8389182132574418,0.9805044550988897,0.9933467411286433,0.9324107471961419,0.8389906720384618,0.7373548819388559,0.6397627316987611,0.5515285451967843,0.4742840403670931,0.4078175059233035,0.3511858168971403
2.6567567567567566e-06,0.00010499529418958045,0.010582802759721286,0.1850979713516691,0.5444112451468295,0.8430471145290421,0.9819963657230301,0.9924703014553798,0.9299257102606654,0.8356042923375111,0.7335786931988159,0.6359241046005342,0.5478191086277402,0.47080528952411993,0.4046149252794055,0.3482712308632226
2.6666666666666664e-06,0.00011133877688299364,0.010961866205418504,0.18852283229058478,0.5498185493442108,0.8471167863754214,0.9834233821943006,0.9915451102086934,0.9274137247105337,0.8322103159133393,0.7298093701992289,0.6321020478056734,0.5441321459061926,0.46735215301551675,0.4014392025037691,0.3453835036817846
2.6765765765765767e-06,0.00011800760759995322,0.011350906329818857,0.19197404200187917,0.5552071665884993,0.8511272508512043,0.9847861803261634,0.9905720745389621,0.9248756210196526,0.8288093633746485,0.7260473013427525,0.6282967457324854,0.540467681289801,0.4639245380661758,0.3982901641871348,0.3425224097514177
2.6864864864864865e-06,0.00012501524044001338,0.011750069717826063,0.1954511973362576,0.5605764294082094,0.8550785446969119,0.9860854381310988,0.989552092600076,0.9223122154541084,0.8254020406985206,0.7222928625429595,0.6245083733863327,0.536825732724024,0.46052234830412486,0.3951676355243282,0.33968772376908335
2.6963963963963964e-06,0.00013237553229120862,0.012159502232724996,0.19895389024744423,0.5659256835692363,0.8589707189607758,0.9873218354926594,0.9884860534722919,0.9197243102121124,0.8219889394867794,0.7185464175119343,0.6207370966267475,0.5332063120641366,0.4571454839302243,0.39207144043358183,0.33687922080523586
2.706306306306306e-06,0.0001401027488724314,0.012579348955494434,0.20248170800724938,0.5712542880681196,0.8628038386246538,0.9884960538480915,0.9873748370929181,0.9171126935662571,0.8185706372197847,0.7148083180425756,0.6169830724281213,0.5296094252910051,0.4537938418822561,0.389001401671234,0.3340966763753639
2.716216216216216e-06,0.000148211570673687,0.013009754124696285,0.20603423341917176,0.5765616151181726,0.866577982234168,0.9896087758812135,0.9862193141947788,0.9144781400077803,0.8151476975077213,0.7110789042856314,0.613246449134191,0.5260350727206831,0.4504673159936265,0.3859573409419773,0.3313398665081329
2.726126126126126e-06,0.00015671709878847402,0.013450861076980146,0.20961104503043984,0.5818470501288064,0.8702932415332334,0.9906606852254802,0.985020346251873,0.9118214103927393,0.8117206703392027,0.7073585050215573,0.6095273667063595,0.5224832492080297,0.44716579714676746,0.3829390790047995,0.3286085678101488
2.736036036036036e-06,0.00016563486063256278,0.013902812188240143,0.21321171734236002,0.5871099916782435,0.8739497211030152,0.991652466176898,0.9837787854322636,0.9091432520898606,0.808290092327201,0.7036474379271748,0.60582595696603,0.518953944344532,0.44388917342144174,0.37994643577474546,0.3259025575275872
2.745945945945946e-06,0.00017498081554356363,0.014365748815460488,0.21683582101886412,0.5923498514798832,0.8775475380054112,0.9925848034166425,0.9824954745576132,0.9064443991298828,0.8048564869522155,0.6999460098372807,0.6021423438310467,0.5154471426503877,0.44063733023808965,0.3769792304206793,0.32322161360471047
2.755855855855856e-06,0.00018477136025572005,0.014839811239285454,0.2204829230931656,0.5975660543425223,0.8810868214312041,0.9934583817431757,0.9811712470692693,0.9037255723561483,0.8014203648027021,0.6962545170011892,0.598476643546358,0.5119628237610849,0.4374101504963765,0.3740372814591269,0.3205655147394545
2.7657657657657657e-06,0.0001950233342444972,0.0153251386073457,0.22415258717241116,0.602758038124731,0.8845677123528409,0.994273885813651,0.9798069270006916,0.900987479576442,0.7979822238125845,0.6925732453343241,0.5948289649090568,0.508500962608572,0.43420751470905705,0.3711204068443924,0.31793404043617035
2.7756756756756756e-06,0.00020575402493558284,0.015821868878375535,0.22784437364024618,0.607925253683548,0.887990363182043,0.99503199989436,0.9784033289557129,0.8982308157157357,0.7945425494959996,0.6889024706648741,0.5911994094878746,0.5050615295972155,0.4310293011313082,0.3682284240550088,0.31532697105560814
2.7855855855855854e-06,0.00021698117277306968,0.016330138767150254,0.23155783985720338,0.6130671648178002,0.8913549374321638,0.9957334076201259,0.976961258092653,0.8954562629698003,0.7911018151790674,0.6852424589756088,0.5875880718372647,0.5016444907745652,0.42787538588570484,0.36536115017670656,0.3127440878623137
2.7954954954954952e-06,0.00022872297614165416,0.01685008369027468,0.23529254035882197,0.618183248206139,0.8946616093854772,0.9963787917623136,0.9754815101139405,0.8926644909594745,0.7876604822288014,0.6815934666409061,0.5839950397061915,0.4982498079971984,0.4247456430829119,0.3625184019819798,0.31018517306944565
2.8054054054054055e-06,0.00024099809613782543,0.01738183771285089,0.23904802705144412,0.6232729933401966,0.8979105637653237,0.9969688340052969,0.9739648712609372,0.8898561568855325,0.7842190002790156,0.6779557406590389,0.5804203942417044,0.4948774390916841,0.42163994493823465,0.35969999600637453,0.30765000988119345
2.8153153153153154e-06,0.00025382566118513307,0.01792553349605245,0.24282384940557372,0.6283359024528887,0.9011019954132664,0.9975042147313302,0.9724121183138528,0.887031905683891,0.7807778074533238,0.6743295188798009,0.5768642101874882,0.49152733801082965,0.4185581618841922,0.35690574862163593,0.3051383825328469
2.825225225225225e-06,0.00026722527148873276,0.018481302245630597,0.24661955464678068,0.6333714904422161,0.9042361089711891,0.9979856128133352,0.9708240185964744,0.8841923701811902,0.7773373305850839,0.6707150302275978,0.5733265560773904,0.4881994549853018,0.41550016267918566,0.3541354761057627,0.3026500763286121
2.835135135135135e-06,0.0002812170033245679,0.019049273661378728,0.250434687944033,0.638379284790671,0.9073131185683944,0.9984137054157368,0.9692013299855085,0.8813381712504806,0.7738979854344707,0.6671124949198999,0.5698074944241301,0.4848937366708128,0.4124658145124317,0.35138899471014867,0.3001848776772704
2.845045045045045e-06,0.0002958214131586305,0.019629575887574986,0.2542687925954397,0.6433588254805267,0.9103332475137951,0.9987891678029085,0.9675448009243197,0.8784699179669924,0.770460176902402,0.6635221246813093,0.5663070819032131,0.48161012629089567,0.40945498310518574,0.34866612072385456,0.2977425741257529
2.8549549549549547e-06,0.00031105954159193333,0.020222335464430207,0.2581214102113216,0.6483096649051416,0.9132967279930833,0.999112673155171,0.9658551704409133,0.8755882077638547,0.7670242992415982,0.6599441229532426,0.562825369532245,0.47834856377547635,0.4064675328084894,0.3459666705351283,0.29532295439072814
2.864864864864865e-06,0.0003269529171269448,0.02082767728055634,0.2619920808945715,0.6532313677764957,0.9162038007709874,0.9993848923920998,0.9641331681698516,0.8726936265876589,0.7635907362645207,0.6563786850991944,0.5593624028456746,0.4751089858952793,0.40350332669745115,0.3432904606902808,0.2929258083882678
2.874774774774775e-06,0.0003435235597513515,0.02144572452647947,0.26588034341824685,0.6581235110291785,0.9190547148986048,0.9996064940030281,0.9623795143780561,0.8697867490537945,0.7601598615483919,0.6528259986058499,0.5559182220650567,0.4718913263922288,0.4005622266622032,0.34063730794998914,0.29055092726166026
2.8846846846846847e-06,0.0003607939843352597,0.02207659864921305,0.2697857354003596,0.6629856837209632,0.9218497274257634,0.9997781438844772,0.9605949199942675,0.8668681386014161,0.7567320386371581,0.6492862432799352,0.5524928622650503,0.46869551610594823,0.3976440934956476,0.3380070293431235,0.28819810340747076
2.8945945945945945e-06,0.0003787872038379526,0.02272041930790973,0.2737077934758115,0.6678174869301315,0.9245891031184738,0.9999005051843818,0.9587800866418874,0.8639383476479703,0.7533076212404495,0.6457595914409154,0.5490863535350812,0.4655214830964224,0.39474878697804877,0.33539944221819096,0.2858671304998827
2.9045045045045044e-06,0.0003975267323206411,0.023377304330606495,0.2776460534654675,0.6726185336498323,0.9272731141814085,0.9999742381529602,0.956935706675261,0.8609979177432904,0.7498869534296155,0.6422462081097394,0.5456987211369174,0.4623691527629816,0.3918761659586501,0.3328143642924691,0.2835578035134269
2.9144144144144142e-06,0.00041703658776165377,0.024047369672078992,0.28160005054226933,0.677388448679454,0.9299020399854725,1.0,0.9550624632188978,0.8580473797230371,0.7464703698306768,0.6387462511934344,0.5423299856581401,0.4592384479596576,0.38902608843428743,0.33025161369890527,0.28126991874412355
2.924324324324324e-06,0.00043734129467079834,0.02473072937281726,0.2855693193944625,0.6821268685134048,0.9324761668002929,0.9999784447584456,0.9531610302098766,0.8550872538614921,0.7430581958143773,0.6352598716659212,0.5389801631616858,0.4561292891070601,0.3861984116252153,0.3277110090308946,0.2790032738291366
2.9342342342342344e-06,0.0004584658864996971,0.025427495519136374,0.2895533943857836,0.6868334412272478,0.9349957875318763,0.9999102231540464,0.9512320724429318,0.8521180500236571,0.7396507476832811,0.6317872137448719,0.5356492653314849,0.4530415943008127,0.38339299204814126,0.32519236938494517,0.27675766776497546
2.944144144144144e-06,0.0004804359078451192,0.026137778204431333,0.2935518097127243,0.6915078263615076,0.9374612014650968,0.9997959824810468,0.9492762456182591,0.8491402678165404,0.736248332855874,0.6283284150648007,0.5323372996143347,0.44997527941668225,0.38060968558661334,0.3226955144013948,0.27453290092431276
2.954054054054054e-06,0.0005032774164425057,0.02686168549158853,0.2975640995587173,0.696149694803185,0.9398727140112456,0.9996363664835466,0.9472941963918593,0.8461543967395985,0.7328512500477882,0.6248836068464333,0.5290442693580495,0.4469302582125041,0.37784834755880176,0.3202202643031483,0.27232877507148223
2.963963963963964e-06,0.0005270169849469825,0.027599323376560105,0.30158979824532867,0.7007587286652176,0.9422306364604822,0.9994320152425684,0.9452865624282599,0.8431609163342646,0.729459789450088,0.6214529140623855,0.525770173946032,0.44390644242690114,0.3751088327827937,0.3177664399325887,0.27014509337669124
2.9738738738738737e-06,0.0005516817024994432,0.028350795753110603,0.3056284403803994,0.7053346211639672,0.9445352857391641,0.9991835650685628,0.9432539724555212,0.8401602963325363,0.7260742329047103,0.6180364555992793,0.5225150089282786,0.4409037418750433,0.3723909956394358,0.315333862786687,0.26798166042901744
2.9837837837837836e-06,0.0005772991760753312,0.029116204378742426,0.309679561003119,0.7098770764949023,0.9467869841721152,0.9988916483992453,0.9411970463223488,0.8371529968045432,0.7226948540769683,0.6146343444162751,0.5192787661489756,0.4379220645413509,0.3696946901328521,0.31292235505035665,0.26583828224823164
2.9936936936936934e-06,0.0006038975316140625,0.029895648841804442,0.31374269572605784,0.7143858097066125,0.9489860592496581,0.998556893702599,0.939116395057217,0.8341394683050468,0.7193219186252756,0.6112466877001678,0.5160614338707017,0.4349613166693641,0.3670197699486639,0.31053173962820163,0.263714766295509
